Date,Stations,Min_Temp
12-04-1980,Satkhira,26.1
12-05-1980,Satkhira,21
12-06-1980,Satkhira,25.9
12-03-1980,Sylhet,18
12-04-1980,Sylhet,22.3
12-05-1980,Sylhet,22.6
12-06-1980,Sylhet,24.8
13-03-1980,Barisal,16.2
13-04-1980,Barisal,26.4
13-05-1980,Barisal,22.2
13-06-1980,Barisal,26
13-03-1980,Bhola,17.4
13-04-1980,Bhola,26.1
13-05-1980,Bhola,22.4
13-06-1980,Bhola,27.5
13-03-1980,Bogra,15.6
13-04-1980,Bogra,27.1
13-05-1980,Bogra,23.4
13-06-1980,Bogra,25.6
13-03-1980,Ishurdi,15.6
13-04-1980,Ishurdi,27
13-05-1980,Ishurdi,22.3
13-06-1980,Ishurdi,25.6
13-03-1980,Jessore,17.4
13-04-1980,Jessore,25.7
13-05-1980,Jessore,20.4
13-06-1980,Jessore,26.7
13-03-1980,Khepupara,19
13-04-1980,Khepupara,27.6
13-05-1980,Khepupara,21.5
13-06-1980,Khepupara,28
13-03-1980,Khulna,16.7
13-04-1980,Khulna,27.1
13-05-1980,Khulna,22.2
13-06-1980,Khulna,26
13-03-1980,Rajshahi,15.2
13-04-1980,Rajshahi,26.1
13-05-1980,Rajshahi,22.8
13-06-1980,Rajshahi,25.3
13-03-1980,Rangpur,14.4
13-04-1980,Rangpur,24.1
13-05-1980,Rangpur,23.6
13-06-1980,Rangpur,26.4
13-03-1980,Satkhira,18.8
13-04-1980,Satkhira,26.7
13-05-1980,Satkhira,22.2
13-06-1980,Satkhira,23.8
13-03-1980,Sylhet,16
13-04-1980,Sylhet,20.1
13-05-1980,Sylhet,21.1
13-06-1980,Sylhet,26.1
14-03-1980,Barisal,15.7
14-04-1980,Barisal,26.5
14-05-1980,Barisal,27
14-06-1980,Barisal,27.4
14-03-1980,Bhola,18.9
14-04-1980,Bhola,25.8
14-05-1980,Bhola,27.2
14-06-1980,Bhola,27.9
14-03-1980,Bogra,14.3
14-04-1980,Bogra,25
14-05-1980,Bogra,21.8
14-06-1980,Bogra,27.4
14-03-1980,Ishurdi,12.4
14-04-1980,Ishurdi,25.7
14-05-1980,Ishurdi,24.3
14-06-1980,Ishurdi,27.2
14-03-1980,Jessore,16.1
14-04-1980,Jessore,26
14-05-1980,Jessore,23.6
14-06-1980,Jessore,27.2
14-03-1980,Khepupara,19.6
14-04-1980,Khepupara,27.3
14-05-1980,Khepupara,27.5
14-06-1980,Khepupara,27.8
14-03-1980,Khulna,15.1
14-04-1980,Khulna,26.8
14-05-1980,Khulna,25.5
14-06-1980,Khulna,27.4
14-03-1980,Rajshahi,13.5
14-04-1980,Rajshahi,25.8
14-05-1980,Rajshahi,24.4
14-06-1980,Rajshahi,27.5
14-03-1980,Rangpur,11.7
14-04-1980,Rangpur,24.2
14-05-1980,Rangpur,23.8
14-06-1980,Rangpur,25.3
14-03-1980,Satkhira,18.4
14-04-1980,Satkhira,25.2
14-05-1980,Satkhira,23.9
14-06-1980,Satkhira,27.2
14-03-1980,Sylhet,15.4
14-04-1980,Sylhet,22.2
14-05-1980,Sylhet,20.7
14-06-1980,Sylhet,24.5
15-03-1980,Barisal,15
15-04-1980,Barisal,26.5
15-05-1980,Barisal,25.5
15-06-1980,Barisal,26.8
15-03-1980,Bhola,17.1
15-04-1980,Bhola,26.2
15-05-1980,Bhola,26.7
15-06-1980,Bhola,27.7
15-03-1980,Bogra,14.7
15-04-1980,Bogra,26.1
15-05-1980,Bogra,21
15-06-1980,Bogra,27.8
15-03-1980,Ishurdi,11.5
15-04-1980,Ishurdi,26.1
15-05-1980,Ishurdi,22.3
15-06-1980,Ishurdi,27.6
15-03-1980,Jessore,13.7
15-04-1980,Jessore,26.9
15-05-1980,Jessore,25.8
15-06-1980,Jessore,27.5
15-03-1980,Khepupara,18
15-04-1980,Khepupara,27.5
15-05-1980,Khepupara,26.5
15-06-1980,Khepupara,27.8
15-03-1980,Khulna,18.9
15-04-1980,Khulna,26.7
15-05-1980,Khulna,27.2
15-06-1980,Khulna,27.6
15-03-1980,Rajshahi,11.4
15-04-1980,Rajshahi,26
15-05-1980,Rajshahi,23.9
15-06-1980,Rajshahi,27.2
15-03-1980,Rangpur,14.1
15-04-1980,Rangpur,23.6
15-05-1980,Rangpur,21.2
15-06-1980,Rangpur,25.4
15-03-1980,Satkhira,16.1
15-04-1980,Satkhira,26.1
15-05-1980,Satkhira,25.6
15-06-1980,Satkhira,26.8
15-03-1980,Sylhet,14.8
15-04-1980,Sylhet,22.8
15-05-1980,Sylhet,22.4
15-06-1980,Sylhet,25
16-03-1980,Barisal,17
16-04-1980,Barisal,25.5
16-05-1980,Barisal,27.5
16-06-1980,Barisal,26.7
16-03-1980,Bhola,17.8
16-04-1980,Bhola,25.9
16-05-1980,Bhola,26.8
16-06-1980,Bhola,26.7
16-03-1980,Bogra,16.7
16-04-1980,Bogra,26.8
16-05-1980,Bogra,19.6
16-06-1980,Bogra,26.9
16-03-1980,Ishurdi,15.4
16-04-1980,Ishurdi,26.7
16-05-1980,Ishurdi,22.1
16-06-1980,Ishurdi,26.8
16-03-1980,Jessore,15.7
16-04-1980,Jessore,26.1
16-05-1980,Jessore,25
16-06-1980,Jessore,26.5
16-03-1980,Khepupara,19.5
16-04-1980,Khepupara,25.5
16-05-1980,Khepupara,28.5
16-06-1980,Khepupara,25
16-03-1980,Khulna,18.9
16-04-1980,Khulna,27.2
16-05-1980,Khulna,27.9
16-06-1980,Khulna,26.7
16-03-1980,Rajshahi,15.6
16-04-1980,Rajshahi,26.1
16-05-1980,Rajshahi,23.3
16-06-1980,Rajshahi,26.5
16-03-1980,Rangpur,15.4
16-04-1980,Rangpur,23.2
16-05-1980,Rangpur,20.9
16-06-1980,Rangpur,23
16-03-1980,Satkhira,****
16-04-1980,Satkhira,26.1
16-05-1980,Satkhira,27.8
16-06-1980,Satkhira,26.7
16-03-1980,Sylhet,16
16-04-1980,Sylhet,24.5
16-05-1980,Sylhet,20.6
16-06-1980,Sylhet,25.6
17-03-1980,Barisal,20
17-04-1980,Barisal,25.5
17-05-1980,Barisal,23
17-06-1980,Barisal,25.5
17-03-1980,Bhola,21.7
17-04-1980,Bhola,25.3
17-05-1980,Bhola,24.4
17-06-1980,Bhola,26.1
17-03-1980,Bogra,18.6
17-04-1980,Bogra,26.9
17-05-1980,Bogra,20.6
17-06-1980,Bogra,25.7
17-03-1980,Ishurdi,19.5
17-04-1980,Ishurdi,27.8
17-05-1980,Ishurdi,25.4
17-06-1980,Ishurdi,26
17-03-1980,Jessore,22.6
17-04-1980,Jessore,25.9
17-05-1980,Jessore,19.4
17-06-1980,Jessore,25.3
17-03-1980,Khepupara,22.5
17-04-1980,Khepupara,27
17-05-1980,Khepupara,22.5
17-06-1980,Khepupara,23.9
17-03-1980,Khulna,23.5
17-04-1980,Khulna,26.8
17-05-1980,Khulna,21.9
17-06-1980,Khulna,26.6
17-03-1980,Rajshahi,17.8
17-04-1980,Rajshahi,28.7
17-05-1980,Rajshahi,25.4
17-06-1980,Rajshahi,26.1
17-03-1980,Rangpur,18
17-04-1980,Rangpur,24.4
17-05-1980,Rangpur,20.4
17-06-1980,Rangpur,24.7
17-03-1980,Satkhira,****
17-04-1980,Satkhira,26.7
17-05-1980,Satkhira,21.7
17-06-1980,Satkhira,25.8
17-03-1980,Sylhet,19.2
17-04-1980,Sylhet,26.4
17-05-1980,Sylhet,19.2
17-06-1980,Sylhet,24.7
18-03-1980,Barisal,17.4
18-04-1980,Barisal,26.6
18-05-1980,Barisal,21.6
18-06-1980,Barisal,25.6
18-03-1980,Bhola,23.7
18-04-1980,Bhola,27.1
18-05-1980,Bhola,22.4
18-06-1980,Bhola,26.1
18-03-1980,Bogra,18.9
18-04-1980,Bogra,25.6
18-05-1980,Bogra,21.8
18-06-1980,Bogra,25.6
18-03-1980,Ishurdi,16.5
18-04-1980,Ishurdi,23.3
18-05-1980,Ishurdi,20.4
18-06-1980,Ishurdi,26.8
18-03-1980,Jessore,19.7
18-04-1980,Jessore,26.5
18-05-1980,Jessore,22.4
18-06-1980,Jessore,26.4
18-03-1980,Khepupara,23.4
18-04-1980,Khepupara,26
18-05-1980,Khepupara,23
18-06-1980,Khepupara,26
18-03-1980,Khulna,23.1
18-04-1980,Khulna,27.1
18-05-1980,Khulna,23.7
18-06-1980,Khulna,27.1
18-03-1980,Rajshahi,16.9
18-04-1980,Rajshahi,23.8
18-05-1980,Rajshahi,21.4
18-06-1980,Rajshahi,26.1
18-03-1980,Rangpur,17.2
18-04-1980,Rangpur,25.1
18-05-1980,Rangpur,22.4
18-06-1980,Rangpur,24.9
18-03-1980,Satkhira,****
18-04-1980,Satkhira,26.7
18-05-1980,Satkhira,22.8
18-06-1980,Satkhira,26.1
18-03-1980,Sylhet,15.6
18-04-1980,Sylhet,20.3
18-05-1980,Sylhet,20.1
18-06-1980,Sylhet,24.5
19-03-1980,Barisal,17.5
19-04-1980,Barisal,24.5
19-05-1980,Barisal,27.5
19-06-1980,Barisal,26.6
19-03-1980,Bhola,24.4
19-04-1980,Bhola,25.2
19-05-1980,Bhola,26.6
19-06-1980,Bhola,26.1
19-03-1980,Bogra,20.9
19-04-1980,Bogra,22.8
19-05-1980,Bogra,23.1
19-06-1980,Bogra,26
19-03-1980,Ishurdi,17.8
19-04-1980,Ishurdi,23.9
19-05-1980,Ishurdi,24.4
19-06-1980,Ishurdi,25.6
19-03-1980,Jessore,24.3
19-04-1980,Jessore,25.6
19-05-1980,Jessore,26.3
19-06-1980,Jessore,25.6
19-03-1980,Khepupara,24.5
19-04-1980,Khepupara,26.4
19-05-1980,Khepupara,28
19-06-1980,Khepupara,26.4
19-03-1980,Khulna,21.1
19-04-1980,Khulna,26.6
19-05-1980,Khulna,28
19-06-1980,Khulna,26.2
19-03-1980,Rajshahi,19.4
19-04-1980,Rajshahi,23.9
19-05-1980,Rajshahi,26.1
19-06-1980,Rajshahi,26.1
19-03-1980,Rangpur,19.2
19-04-1980,Rangpur,22.8
19-05-1980,Rangpur,20.8
19-06-1980,Rangpur,25.4
19-03-1980,Satkhira,****
19-04-1980,Satkhira,25.6
19-05-1980,Satkhira,27.8
19-06-1980,Satkhira,26
19-03-1980,Sylhet,19.4
19-04-1980,Sylhet,21.1
19-05-1980,Sylhet,****
19-06-1980,Sylhet,25.4
20-03-1980,Barisal,21
20-04-1980,Barisal,26.4
20-05-1980,Barisal,25
20-06-1980,Barisal,27.4
20-03-1980,Bhola,23.9
20-04-1980,Bhola,26.1
20-05-1980,Bhola,24.4
20-06-1980,Bhola,26.7
20-03-1980,Bogra,20
20-04-1980,Bogra,20.6
20-05-1980,Bogra,21
20-06-1980,Bogra,26.3
20-03-1980,Ishurdi,19.8
20-04-1980,Ishurdi,25.1
20-05-1980,Ishurdi,21.2
20-06-1980,Ishurdi,26.2
20-03-1980,Jessore,22.6
20-04-1980,Jessore,27.2
20-05-1980,Jessore,28.4
20-06-1980,Jessore,26.3
20-03-1980,Khepupara,23.8
20-04-1980,Khepupara,27
20-05-1980,Khepupara,28.8
20-06-1980,Khepupara,27.5
20-03-1980,Khulna,24.8
20-04-1980,Khulna,27
20-05-1980,Khulna,28.4
20-06-1980,Khulna,26.6
20-03-1980,Rajshahi,20.3
20-04-1980,Rajshahi,25.5
20-05-1980,Rajshahi,21.8
20-06-1980,Rajshahi,26
20-03-1980,Rangpur,18.9
20-04-1980,Rangpur,21.9
20-05-1980,Rangpur,19.2
20-06-1980,Rangpur,24.8
20-03-1980,Satkhira,****
20-04-1980,Satkhira,26.7
20-05-1980,Satkhira,22.8
20-06-1980,Satkhira,26.8
20-03-1980,Sylhet,18.6
20-04-1980,Sylhet,21.7
20-05-1980,Sylhet,21.7
20-06-1980,Sylhet,26.6
21-03-1980,Barisal,19.5
21-04-1980,Barisal,20
21-05-1980,Barisal,26
21-06-1980,Barisal,26.4
21-03-1980,Bhola,24.4
21-04-1980,Bhola,19.9
21-05-1980,Bhola,25
21-06-1980,Bhola,27.1
21-03-1980,Bogra,20.7
21-04-1980,Bogra,20.1
21-05-1980,Bogra,23.9
21-06-1980,Bogra,27.3
21-03-1980,Ishurdi,16.9
21-04-1980,Ishurdi,****
21-05-1980,Ishurdi,23.3
21-06-1980,Ishurdi,26.5
21-03-1980,Jessore,21.5
21-04-1980,Jessore,23.7
21-05-1980,Jessore,22.6
21-06-1980,Jessore,26.8
21-03-1980,Khepupara,24
21-04-1980,Khepupara,27.2
21-05-1980,Khepupara,27.5
21-06-1980,Khepupara,25.5
21-03-1980,Khulna,24.1
21-04-1980,Khulna,24
21-05-1980,Khulna,25.2
21-06-1980,Khulna,25.8
21-03-1980,Rajshahi,18.2
21-04-1980,Rajshahi,21.7
21-05-1980,Rajshahi,23.7
21-06-1980,Rajshahi,26.5
21-03-1980,Rangpur,19.1
21-04-1980,Rangpur,20.8
21-05-1980,Rangpur,23.9
21-06-1980,Rangpur,26.9
21-03-1980,Satkhira,23.8
21-04-1980,Satkhira,26.1
21-05-1980,Satkhira,25
21-06-1980,Satkhira,****
21-03-1980,Sylhet,19.2
21-04-1980,Sylhet,****
21-05-1980,Sylhet,23.7
21-06-1980,Sylhet,26.7
22-03-1980,Barisal,19.3
22-04-1980,Barisal,26.7
22-05-1980,Barisal,28
22-06-1980,Barisal,26.1
22-03-1980,Bhola,23.4
22-04-1980,Bhola,27.4
22-05-1980,Bhola,27.9
22-06-1980,Bhola,25.9
22-03-1980,Bogra,21.5
22-04-1980,Bogra,24.4
22-05-1980,Bogra,27.2
22-06-1980,Bogra,27.2
22-03-1980,Ishurdi,19
22-04-1980,Ishurdi,25.9
22-05-1980,Ishurdi,26.7
22-06-1980,Ishurdi,26.6
22-03-1980,Jessore,20.7
22-04-1980,Jessore,27
22-05-1980,Jessore,26.1
22-06-1980,Jessore,26.5
22-03-1980,Khepupara,23.9
22-04-1980,Khepupara,28
22-05-1980,Khepupara,28
22-06-1980,Khepupara,26.2
22-03-1980,Khulna,24.2
22-04-1980,Khulna,27.3
22-05-1980,Khulna,27.5
22-06-1980,Khulna,26.6
22-03-1980,Rajshahi,18.8
22-04-1980,Rajshahi,26.9
22-05-1980,Rajshahi,27.5
22-06-1980,Rajshahi,26.4
22-03-1980,Rangpur,19.4
22-04-1980,Rangpur,29.6
22-05-1980,Rangpur,26.9
22-06-1980,Rangpur,27.1
22-03-1980,Satkhira,23.9
22-04-1980,Satkhira,27.4
22-05-1980,Satkhira,26.6
22-06-1980,Satkhira,****
22-03-1980,Sylhet,19.7
22-04-1980,Sylhet,21
22-05-1980,Sylhet,25.1
22-06-1980,Sylhet,26.2
23-03-1980,Barisal,23
23-04-1980,Barisal,27.4
23-05-1980,Barisal,25.6
23-06-1980,Barisal,26.4
23-03-1980,Bhola,24.4
23-04-1980,Bhola,27.2
23-05-1980,Bhola,26.5
23-06-1980,Bhola,26.5
23-03-1980,Bogra,20.6
23-04-1980,Bogra,25.1
23-05-1980,Bogra,26.4
23-06-1980,Bogra,25.6
23-03-1980,Ishurdi,19.6
23-04-1980,Ishurdi,26.4
23-05-1980,Ishurdi,23.2
23-06-1980,Ishurdi,26.2
23-03-1980,Jessore,23.1
23-04-1980,Jessore,25.9
23-05-1980,Jessore,26.6
23-06-1980,Jessore,25.9
23-03-1980,Khepupara,24.9
23-04-1980,Khepupara,28.2
23-05-1980,Khepupara,27.4
23-06-1980,Khepupara,27.1
23-03-1980,Khulna,24.6
23-04-1980,Khulna,28
23-05-1980,Khulna,24.8
23-06-1980,Khulna,26.5
23-03-1980,Rajshahi,18.7
23-04-1980,Rajshahi,27.3
23-05-1980,Rajshahi,24.2
23-06-1980,Rajshahi,26.3
23-03-1980,Rangpur,19.8
23-04-1980,Rangpur,24.9
23-05-1980,Rangpur,21.8
23-06-1980,Rangpur,27.1
23-03-1980,Satkhira,****
23-04-1980,Satkhira,27.8
23-05-1980,Satkhira,26.7
23-06-1980,Satkhira,****
23-03-1980,Sylhet,21
23-04-1980,Sylhet,19.2
23-05-1980,Sylhet,20.6
23-06-1980,Sylhet,25.6
24-03-1980,Barisal,24.5
24-04-1980,Barisal,27.5
24-05-1980,Barisal,26.5
24-06-1980,Barisal,26.5
24-03-1980,Bhola,24.2
24-04-1980,Bhola,****
24-05-1980,Bhola,27.4
24-06-1980,Bhola,26.1
24-03-1980,Bogra,20.6
24-04-1980,Bogra,26.8
24-05-1980,Bogra,26.7
24-06-1980,Bogra,26.6
24-03-1980,Ishurdi,20.6
24-04-1980,Ishurdi,27.2
24-05-1980,Ishurdi,****
24-06-1980,Ishurdi,26.7
24-03-1980,Jessore,24.4
24-04-1980,Jessore,****
24-05-1980,Jessore,27.9
24-06-1980,Jessore,25.1
24-03-1980,Khepupara,24.6
24-04-1980,Khepupara,22.8
24-05-1980,Khepupara,29
24-06-1980,Khepupara,25
24-03-1980,Khulna,25
24-04-1980,Khulna,27.6
24-05-1980,Khulna,28.2
24-06-1980,Khulna,26.6
24-03-1980,Rajshahi,19.8
24-04-1980,Rajshahi,26.9
24-05-1980,Rajshahi,26.6
24-06-1980,Rajshahi,26.4
24-03-1980,Rangpur,19.4
24-04-1980,Rangpur,26.7
24-05-1980,Rangpur,24
24-06-1980,Rangpur,25.4
24-03-1980,Satkhira,24.2
24-04-1980,Satkhira,27.2
24-05-1980,Satkhira,27.9
24-06-1980,Satkhira,****
24-03-1980,Sylhet,22
24-04-1980,Sylhet,21.2
24-05-1980,Sylhet,22.6
24-06-1980,Sylhet,25.2
25-03-1980,Barisal,22.4
25-04-1980,Barisal,27.3
25-05-1980,Barisal,28
25-06-1980,Barisal,26.5
25-03-1980,Bhola,24.8
25-04-1980,Bhola,26.7
25-05-1980,Bhola,28.4
25-06-1980,Bhola,27.2
25-03-1980,Bogra,22.1
25-04-1980,Bogra,26.8
25-05-1980,Bogra,25.6
25-06-1980,Bogra,25.6
25-03-1980,Ishurdi,24.6
25-04-1980,Ishurdi,27.1
25-05-1980,Ishurdi,28.1
25-06-1980,Ishurdi,26.6
25-03-1980,Jessore,25
25-04-1980,Jessore,27.1
25-05-1980,Jessore,25.2
25-06-1980,Jessore,26.2
25-03-1980,Khepupara,25
25-04-1980,Khepupara,28.5
25-05-1980,Khepupara,29.1
25-06-1980,Khepupara,25.1
25-03-1980,Khulna,25.2
25-04-1980,Khulna,27.7
25-05-1980,Khulna,29.2
25-06-1980,Khulna,****
25-03-1980,Rajshahi,22.2
25-04-1980,Rajshahi,26.8
25-05-1980,Rajshahi,28.7
25-06-1980,Rajshahi,26.7
25-03-1980,Rangpur,22
25-04-1980,Rangpur,26.1
25-05-1980,Rangpur,24.9
25-06-1980,Rangpur,27.9
25-03-1980,Satkhira,25.3
25-04-1980,Satkhira,27.1
25-05-1980,Satkhira,29.4
25-06-1980,Satkhira,26.4
25-03-1980,Sylhet,22.8
25-04-1980,Sylhet,21.1
25-05-1980,Sylhet,20.1
25-06-1980,Sylhet,25.8
26-03-1980,Barisal,20.8
26-04-1980,Barisal,26.5
26-05-1980,Barisal,25.5
26-06-1980,Barisal,26.5
26-03-1980,Bhola,25
26-04-1980,Bhola,27.2
26-05-1980,Bhola,26.1
26-06-1980,Bhola,26.7
26-03-1980,Bogra,23.1
26-04-1980,Bogra,26.7
26-05-1980,Bogra,24.7
26-06-1980,Bogra,26.4
26-03-1980,Ishurdi,24.6
26-04-1980,Ishurdi,26.4
26-05-1980,Ishurdi,24
26-06-1980,Ishurdi,26.4
26-03-1980,Jessore,23.8
26-04-1980,Jessore,26.6
26-05-1980,Jessore,23.9
26-06-1980,Jessore,26.4
26-03-1980,Khepupara,25
26-04-1980,Khepupara,27.2
26-05-1980,Khepupara,29
26-06-1980,Khepupara,25
26-03-1980,Khulna,24.3
26-04-1980,Khulna,26.8
26-05-1980,Khulna,27.6
26-06-1980,Khulna,26.6
26-03-1980,Rajshahi,23.9
26-04-1980,Rajshahi,26.3
26-05-1980,Rajshahi,24
26-06-1980,Rajshahi,26.7
26-03-1980,Rangpur,21.6
26-04-1980,Rangpur,26.6
26-05-1980,Rangpur,20.4
26-06-1980,Rangpur,27.4
26-03-1980,Satkhira,****
26-04-1980,Satkhira,26.7
26-05-1980,Satkhira,28.9
26-06-1980,Satkhira,26.1
26-03-1980,Sylhet,22.1
26-04-1980,Sylhet,20.3
26-05-1980,Sylhet,21.7
26-06-1980,Sylhet,26.6
27-03-1980,Barisal,19.5
27-04-1980,Barisal,26.6
27-05-1980,Barisal,23.8
27-06-1980,Barisal,26.8
27-03-1980,Bhola,23.3
27-04-1980,Bhola,27.2
27-05-1980,Bhola,22.4
27-06-1980,Bhola,26.7
27-03-1980,Bogra,23.1
27-04-1980,Bogra,26.3
27-05-1980,Bogra,21.7
27-06-1980,Bogra,26.7
27-03-1980,Ishurdi,20.6
27-04-1980,Ishurdi,26.8
27-05-1980,Ishurdi,22.9
27-06-1980,Ishurdi,26.7
27-03-1980,Jessore,20.5
27-04-1980,Jessore,26.9
27-05-1980,Jessore,21.9
27-06-1980,Jessore,26.4
27-03-1980,Khepupara,24
27-04-1980,Khepupara,28.3
27-05-1980,Khepupara,23.4
27-06-1980,Khepupara,26.1
27-03-1980,Khulna,21.9
27-04-1980,Khulna,26.9
27-05-1980,Khulna,22.1
27-06-1980,Khulna,27.2
27-03-1980,Rajshahi,21.6
27-04-1980,Rajshahi,26.9
27-05-1980,Rajshahi,22.7
27-06-1980,Rajshahi,26.6
27-03-1980,Rangpur,23.4
27-04-1980,Rangpur,25
27-05-1980,Rangpur,23
27-06-1980,Rangpur,27
27-03-1980,Satkhira,21.6
27-04-1980,Satkhira,27.2
27-05-1980,Satkhira,22.8
27-06-1980,Satkhira,26.7
27-03-1980,Sylhet,23.2
27-04-1980,Sylhet,23.3
27-05-1980,Sylhet,25.5
27-06-1980,Sylhet,25
28-03-1980,Barisal,19.5
28-04-1980,Barisal,26.2
28-05-1980,Barisal,25
28-06-1980,Barisal,25.6
28-03-1980,Bhola,23.5
28-04-1980,Bhola,27.2
28-05-1980,Bhola,23.9
28-06-1980,Bhola,26.7
28-03-1980,Bogra,22.6
28-04-1980,Bogra,26.7
28-05-1980,Bogra,22.5
28-06-1980,Bogra,26.9
28-03-1980,Ishurdi,22.8
28-04-1980,Ishurdi,27.1
28-05-1980,Ishurdi,20.4
28-06-1980,Ishurdi,25.7
28-03-1980,Jessore,23.3
28-04-1980,Jessore,27.6
28-05-1980,Jessore,24.6
28-06-1980,Jessore,26.3
28-03-1980,Khepupara,23.6
28-04-1980,Khepupara,27.8
28-05-1980,Khepupara,24
28-06-1980,Khepupara,26.5
28-03-1980,Khulna,24.2
28-04-1980,Khulna,27.9
28-05-1980,Khulna,25.5
28-06-1980,Khulna,27.4
28-03-1980,Rajshahi,22.2
28-04-1980,Rajshahi,26.9
28-05-1980,Rajshahi,19.8
28-06-1980,Rajshahi,26.6
28-03-1980,Rangpur,19.8
28-04-1980,Rangpur,26.4
28-05-1980,Rangpur,23.9
28-06-1980,Rangpur,26.9
28-03-1980,Satkhira,23.8
28-04-1980,Satkhira,27.8
28-05-1980,Satkhira,26.1
28-06-1980,Satkhira,26.7
28-03-1980,Sylhet,21.8
28-04-1980,Sylhet,23.7
28-05-1980,Sylhet,21.6
28-06-1980,Sylhet,26.4
29-03-1980,Barisal,22
29-04-1980,Barisal,27.4
29-05-1980,Barisal,23.5
29-06-1980,Barisal,26.8
29-03-1980,Bhola,25
29-04-1980,Bhola,27.8
29-05-1980,Bhola,23.5
29-06-1980,Bhola,27.1
29-03-1980,Bogra,21.7
29-04-1980,Bogra,26
29-05-1980,Bogra,20.6
29-06-1980,Bogra,27.2
29-03-1980,Ishurdi,20.6
29-04-1980,Ishurdi,27.8
29-05-1980,Ishurdi,20
29-06-1980,Ishurdi,27.2
29-03-1980,Jessore,19.5
29-04-1980,Jessore,27.6
29-05-1980,Jessore,23.6
29-06-1980,Jessore,26.3
29-03-1980,Khepupara,24.5
29-04-1980,Khepupara,27.8
29-05-1980,Khepupara,22.8
29-06-1980,Khepupara,27.1
29-03-1980,Khulna,24.8
29-04-1980,Khulna,28.6
29-05-1980,Khulna,25.3
29-06-1980,Khulna,27
29-03-1980,Rajshahi,21
29-04-1980,Rajshahi,27.6
29-05-1980,Rajshahi,19.7
29-06-1980,Rajshahi,27.5
29-03-1980,Rangpur,18
29-04-1980,Rangpur,24.1
29-05-1980,Rangpur,21.4
29-06-1980,Rangpur,27.9
29-03-1980,Satkhira,22.4
29-04-1980,Satkhira,27.8
29-05-1980,Satkhira,25
29-06-1980,Satkhira,26.2
29-03-1980,Sylhet,****
29-04-1980,Sylhet,20.6
29-05-1980,Sylhet,22.2
29-06-1980,Sylhet,26
30-03-1980,Barisal,21.5
30-04-1980,Barisal,24.5
30-05-1980,Barisal,24.5
30-06-1980,Barisal,27.5
30-03-1980,Bhola,24.1
30-04-1980,Bhola,25
30-05-1980,Bhola,22.4
30-06-1980,Bhola,27.5
30-03-1980,Bogra,24.4
30-04-1980,Bogra,19.2
30-05-1980,Bogra,23.1
30-06-1980,Bogra,27.5
30-03-1980,Ishurdi,22.8
30-04-1980,Ishurdi,22.5
30-05-1980,Ishurdi,24.6
30-06-1980,Ishurdi,27.2
30-03-1980,Jessore,18.9
30-04-1980,Jessore,25.1
30-05-1980,Jessore,25.7
30-06-1980,Jessore,27.2
30-03-1980,Khepupara,24.9
30-04-1980,Khepupara,27.9
30-05-1980,Khepupara,25
30-06-1980,Khepupara,27.2
30-03-1980,Khulna,24.5
30-04-1980,Khulna,25.7
30-05-1980,Khulna,26.4
30-06-1980,Khulna,28
30-03-1980,Rajshahi,****
30-04-1980,Rajshahi,23.1
30-05-1980,Rajshahi,24.2
30-06-1980,Rajshahi,27.2
30-03-1980,Rangpur,21.6
30-04-1980,Rangpur,19
30-05-1980,Rangpur,23.4
30-06-1980,Rangpur,28.7
30-03-1980,Satkhira,22
30-04-1980,Satkhira,26.7
30-05-1980,Satkhira,24.4
30-06-1980,Satkhira,****
30-03-1980,Sylhet,22.7
30-04-1980,Sylhet,20
30-05-1980,Sylhet,22
30-06-1980,Sylhet,27.2
31-03-1980,Barisal,22.3
1980-04-31,Barisal,
31-05-1980,Barisal,21.8
1980-06-31,Barisal,
31-03-1980,Bhola,22.2
1980-04-31,Bhola,
31-05-1980,Bhola,22.4
1980-06-31,Bhola,
31-03-1980,Bogra,19.3
1980-04-31,Bogra,
31-05-1980,Bogra,23.9
1980-06-31,Bogra,
31-03-1980,Ishurdi,18
1980-04-31,Ishurdi,
31-05-1980,Ishurdi,24.3
1980-06-31,Ishurdi,
31-03-1980,Jessore,20.5
1980-04-31,Jessore,
31-05-1980,Jessore,22.1
1980-06-31,Jessore,
31-03-1980,Khepupara,24
1980-04-31,Khepupara,
31-05-1980,Khepupara,24.5
1980-06-31,Khepupara,
31-03-1980,Khulna,22.5
1980-04-31,Khulna,
31-05-1980,Khulna,22.9
1980-06-31,Khulna,
31-03-1980,Rajshahi,18.7
1980-04-31,Rajshahi,
31-05-1980,Rajshahi,24.1
1980-06-31,Rajshahi,
31-03-1980,Rangpur,17.6
1980-04-31,Rangpur,
31-05-1980,Rangpur,22.9
1980-06-31,Rangpur,
31-03-1980,Satkhira,21.1
1980-04-31,Satkhira,
31-05-1980,Satkhira,22.8
1980-06-31,Satkhira,
31-03-1980,Sylhet,20
1980-04-31,Sylhet,
31-05-1980,Sylhet,22.1
1980-06-31,Sylhet,
01-03-1981,Barisal,22
01-04-1981,Barisal,18.6
01-05-1981,Barisal,25.5
01-06-1981,Barisal,23
01-03-1981,Bhola,22.7
01-04-1981,Bhola,19.3
01-05-1981,Bhola,26.3
01-06-1981,Bhola,23
01-03-1981,Bogra,19.4
01-04-1981,Bogra,17.3
01-05-1981,Bogra,25.5
